gene_name,gene_ids,n_cells,total_counts,n_counts
TCEAL6,,1746,,10294.121
TCEAL7,,18525,,135522.36
TCEAL8,ENSG00000180964,127370,1116.0,894189.0
TCEANC,ENSG00000176896,14311,43.0,54885.29
TCEANC2,ENSG00000116205,27045,123.0,108954.6
TCEB1,ENSG00000154582,132301,2640.0,991725.9
TCEB2,ENSG00000103363,193938,9055.0,1717271.2
TCEB3,ENSG00000011007,42923,418.0,250359.45
TCEB3C,,458,,1876.9614
TCEB3CL,,227,,889.98425
TCEB3CL2,,354,,1292.8583
TCERG1,ENSG00000113649,87312,515.0,542258.8
TCERG1L,,2891,,5475.401
TCF12,ENSG00000140262,73076,209.0,477518.12
TCF15,,814,,5377.6025
TCF19,ENSG00000137310,24040,345.0,146184.03
TCF20,ENSG00000100207,31910,170.0,183796.64
TCF21,,6622,,48800.395
TCF23,,11140,,17091.432
TCF24,,1203,,2437.2788
TCF25,ENSG00000141002,194645,2917.0,1437144.4
TCF3,ENSG00000071564,48793,198.0,288725.16
TCF4,ENSG00000196628,95489,707.0,696252.7
TCF7,ENSG00000081059,59744,820.0,376305.22
TCF7L1,,22230,,110887.375
TCF7L2,ENSG00000148737,57500,53.0,351032.53
TCFL5,ENSG00000101190,18412,22.0,89194.914
TCHH,,4489,20.0,27194.857
TCHP,ENSG00000139437,51118,242.0,282369.4
TCIRG1,ENSG00000110719,73008,1217.0,501671.0
TCL1A,ENSG00000100721,10572,1939.0,78700.98
TCL1B,,148,,869.99255
TCN1,,8121,,62115.266
TCN2,ENSG00000185339,28303,69.0,181774.48
TCOF1,ENSG00000070814,80900,785.0,494194.94
TCP1,ENSG00000120438,163945,1848.0,1203259.1
TCP10,,180,,230.6279
TCP10L,,2723,,13916.365
TCP10L2,,219,,682.0231
TCP11L1,ENSG00000176148,19063,135.0,106961.78
TCP11L2,ENSG00000166046,15842,84.0,88443.78
TCTA,ENSG00000145022,55664,316.0,302164.06
TCTE3,ENSG00000184786,6790,69.0,42914.703
TCTEX1D1,,3904,,26740.777
TCTEX1D2,ENSG00000213123,61773,283.0,388671.7
TCTEX1D4,ENSG00000188396,2007,11.0,11912.206
TCTN1,ENSG00000204852,52959,59.0,297870.72
TCTN2,,23330,23.0,93418.09
TCTN3,ENSG00000119977,54482,672.0,337416.53
TDG,ENSG00000139372,107419,962.0,705409.3
TDGF1,,6114,,9805.078
TDO2,,4478,,26295.576
TDP1,ENSG00000042088,28191,326.0,162376.4
TDP2,ENSG00000111802,65885,599.0,419240.8
TDRD1,ENSG00000095627,3487,,20344.33
TDRD10,,895,,5495.37
TDRD12,,9724,,13792.877
TDRD15,,232,,1107.3975
TDRD3,ENSG00000083544,41314,382.0,249922.48
TDRD5,,492,,2852.407
TDRD6,,2390,,11293.835
TDRD7,ENSG00000196116,14572,67.0,86629.26
TDRD9,,1422,,8786.773
TDRKH,ENSG00000182134,12372,91.0,68714.6
TDRP,,10575,,68057.04
TEAD1,,35771,,229818.4
TEAD2,,19439,,115851.28
TEAD3,,15179,,93712.83
TEAD4,,10536,,65394.848
TEC,ENSG00000135605,6687,19.0,36959.13
TECPR1,ENSG00000205356,47620,282.0,233838.06
TECPR2,ENSG00000196663,21378,98.0,129833.25
TECR,ENSG00000099797,164512,2058.0,1206510.5
TECRL,,1368,,2530.6555
TECTA,,672,,3342.8074
TEDDM1,,3838,,3372.8174
TEF,,9986,27.0,60378.54
TEFM,ENSG00000172171,35711,228.0,210703.77
TEK,,5005,,35542.176
TEKT1,,312,,2175.5974
TEKT2,,2224,,10696.396
TEKT3,,1263,,5144.767
TEKT4,,3404,,18903.385
TEKT5,,515,,2936.7612
TELO2,ENSG00000100726,32832,284.0,206619.4
TEN1,,26081,,159901.73
TEN1-CDK3,,3868,,7483.2217
TENM1,,14197,,84401.695
TENM2,,3423,,17248.988
TENM3,,4600,,27313.146
TENM4,,6812,,35560.93
TEP1,ENSG00000129566,32569,108.0,120827.66
TEPP,ENSG00000159648,6400,28.0,15381.248
TERF1,ENSG00000147601,105377,891.0,659091.3
TERF2,ENSG00000132604,53223,186.0,285364.1
TERF2IP,ENSG00000166848,160678,2920.0,1167975.2
TERT,,579,,1647.1716
TES,ENSG00000135269,96870,702.0,643556.8
TESC,ENSG00000088992,47026,726.0,338625.53
TESK1,ENSG00000107140,35598,248.0,217813.98
TESK2,ENSG00000070759,13325,54.0,79433.02
TESPA1,ENSG00000135426,21972,497.0,132663.12
TET1,ENSG00000138336,16443,40.0,94110.805
TET2,ENSG00000168769,52567,243.0,312974.03
TET3,ENSG00000187605,25288,83.0,141125.81
TEX10,ENSG00000136891,32939,139.0,170207.0
TEX101,,4506,,6812.874
TEX11,,4322,,5226.144
TEX12,,312,,1891.1621
TEX14,ENSG00000121101,3575,27.0,21079.125
TEX15,,1270,,3098.0864
TEX2,ENSG00000136478,29514,80.0,142141.62
TEX22,,1600,28.0,9460.975
TEX26,,940,,6363.776
TEX261,ENSG00000144043,50575,271.0,315146.5
TEX264,ENSG00000164081,118368,1503.0,807016.6
TEX29,,1275,,7676.8145
TEX30,ENSG00000151287,53188,472.0,334104.06
TEX35,,178,,528.23236
TEX40,,259,,1586.2705
TEX9,ENSG00000151575,17365,58.0,98723.63
TF,,13304,,60512.027
TFAM,ENSG00000108064,90205,637.0,570070.25
TFAP2A,,17103,,103633.234
TFAP2B,,935,,5907.104
TFAP2C,,10946,,66719.25
TFAP2E,,1708,12.0,9485.486
TFAP4,ENSG00000090447,22352,121.0,119400.586
TFB1M,ENSG00000029639,34361,202.0,199684.28
TFB2M,ENSG00000162851,34277,192.0,204612.23
TFCP2,ENSG00000135457,36701,282.0,227395.11
TFCP2L1,,14436,,87987.19
TFDP1,ENSG00000198176,83464,1291.0,559664.06
TFDP2,ENSG00000114126,90776,398.0,532668.0
TFE3,ENSG00000068323,37137,187.0,225936.42
TFEB,ENSG00000112561,34539,329.0,205703.53
TFEC,ENSG00000105967,23760,108.0,156080.39
TFF1,,24777,,218626.34
TFF2,,17823,,158051.42
TFF3,,49290,,446330.9
TFG,ENSG00000114354,126586,747.0,871606.2
TFIP11,ENSG00000100109,33564,361.0,202961.34
TFPI,,60841,11.0,408331.8
TFPI2,,19721,,141650.83
TFPT,ENSG00000105619,84176,832.0,561900.1
TFR2,ENSG00000106327,12314,73.0,41037.63
TFRC,ENSG00000072274,96276,901.0,648341.44
TG,,1498,23.0,6926.44
TGDS,ENSG00000088451,30594,204.0,178191.39
TGFA,ENSG00000163235,20402,18.0,126002.06
TGFB1,ENSG00000105329,96508,2991.0,707353.5
TGFB1I1,,37587,22.0,256676.84
TGFB2,,20272,,125935.88
TGFB3,,12062,,77696.3
TGFBI,ENSG00000120708,84217,1258.0,624290.4
TGFBR1,ENSG00000106799,53722,172.0,342886.84
TGFBR2,ENSG00000163513,81186,665.0,561692.4
TGFBR3,ENSG00000069702,28847,233.0,143614.61
TGFBR3L,ENSG00000260001,13635,84.0,86660.92
TGFBRAP1,ENSG00000135966,36567,99.0,179280.45
TGIF1,ENSG00000177426,110202,827.0,758564.6
TGIF2,ENSG00000118707,38466,285.0,221001.06
TGIF2-C20orf24,,7057,,33688.508
TGM1,,2468,13.0,14715.081
TGM2,ENSG00000198959,59310,54.0,430027.78
TGM3,,1449,,9391.321
TGM4,,434,,2152.1807
TGM5,,134,,817.6306
TGOLN2,ENSG00000152291,155531,1229.0,1080171.8
TGS1,ENSG00000137574,76637,523.0,476330.56
TH,,370,,2203.0496
THADA,ENSG00000115970,44722,451.0,236262.84
THAP1,ENSG00000131931,41381,408.0,255425.67
THAP10,,6772,,40959.53
THAP11,ENSG00000168286,58325,725.0,373978.22
THAP2,ENSG00000173451,39235,282.0,237033.69
THAP3,ENSG00000041988,40204,266.0,243396.48
THAP4,ENSG00000176946,60685,369.0,383604.4
THAP5,ENSG00000177683,73473,310.0,443388.6
THAP6,ENSG00000174796,45653,214.0,235656.22
THAP7,ENSG00000184436,74419,595.0,491625.03
THAP8,ENSG00000161277,14888,76.0,87761.87
THAP9,,11290,11.0,47286.11
THBD,ENSG00000178726,33298,189.0,225458.02
THBS1,ENSG00000137801,54928,355.0,368847.8
THBS2,,17452,,130533.08
THBS3,ENSG00000169231,17402,39.0,104973.97
THBS4,,9752,,64491.945
THEG,,114,,635.7432
THEGL,,185,,792.998
THEM4,ENSG00000159445,66706,522.0,380829.28
THEM5,,531,,2606.4084
THEM6,ENSG00000130193,41046,251.0,261307.97
THEMIS,ENSG00000172673,20839,713.0,123881.1
THEMIS2,ENSG00000130775,53367,764.0,364308.75
THG1L,ENSG00000113272,42154,295.0,241024.64
THNSL1,,12770,74.0,59769.62
THNSL2,,18868,,112533.93
THOC1,ENSG00000079134,47819,275.0,291279.16
THOC2,ENSG00000125676,127063,1017.0,845645.6
THOC3,ENSG00000051596,60641,539.0,375477.62
THOC5,ENSG00000100296,46646,333.0,255090.23
THOC6,ENSG00000131652,62960,687.0,406223.44
THOC7,ENSG00000163634,141501,1866.0,994126.5
THOP1,ENSG00000172009,46901,319.0,296525.06
THPO,,585,,1732.7761
THRA,ENSG00000126351,44723,105.0,294063.3
THRAP3,ENSG00000054118,165638,2343.0,1194220.6
THRB,,16775,,99872.89
THRSP,,245,,1042.3402
THSD1,ENSG00000136114,9162,31.0,57508.52
THSD4,,17297,,107288.445
THSD7A,,23862,,167650.16
THSD7B,,580,,3506.9187
THTPA,ENSG00000259431,21215,152.0,124464.24
THUMPD1,ENSG00000066654,98873,658.0,648254.25
THUMPD2,ENSG00000138050,49268,235.0,276746.84
THUMPD3,ENSG00000134077,71388,371.0,420799.22
THY1,,34990,,276796.72
THYN1,ENSG00000151500,103491,1314.0,703060.7
TIA1,ENSG00000116001,83193,625.0,529063.3
TIAF1,,9108,,26075.438
TIAL1,ENSG00000151923,118268,1342.0,760813.6
TIAM1,ENSG00000156299,39131,319.0,208514.52
TIAM2,ENSG00000146426,21146,130.0,112402.625
TICAM1,ENSG00000127666,35536,259.0,222628.4
TICAM2,,4245,,24088.639
TICRR,,4851,,24716.559
TIE1,,18790,32.0,80341.57
TIFA,ENSG00000145365,42662,776.0,266631.3
TIFAB,ENSG00000255833,2309,64.0,11149.057
TIGD1,ENSG00000221944,24193,58.0,111838.016
TIGD2,ENSG00000180346,8646,26.0,50721.492
TIGD3,ENSG00000173825,2846,,17951.781
TIGD4,,2588,11.0,15511.101
TIGD5,ENSG00000179886,16495,50.0,81687.66
TIGD6,ENSG00000164296,16852,26.0,90229.47
TIGD7,ENSG00000140993,11231,21.0,65739.695
TIGIT,ENSG00000181847,45589,7056.0,348474.88
TIMD4,,2470,32.0,13989.432
TIMELESS,ENSG00000111602,29160,196.0,151763.7
TIMM10,ENSG00000134809,123089,874.0,863811.0
TIMM10B,ENSG00000132286,71535,384.0,420803.34
TIMM13,ENSG00000099800,172958,1679.0,1328968.9
TIMM17A,ENSG00000134375,121300,969.0,817891.75
TIMM17B,ENSG00000126768,117465,965.0,789266.94
TIMM21,ENSG00000075336,38360,168.0,218267.7
TIMM22,ENSG00000177370,62093,456.0,385024.38
TIMM23,ENSG00000265354,63889,406.0,391563.34
TIMM23B,ENSG00000204152,16480,206.0,76600.54
TIMM44,ENSG00000104980,83047,573.0,525612.8
TIMM50,ENSG00000105197,95111,561.0,608397.56
TIMM8A,ENSG00000126953,45526,187.0,281344.28
TIMM8B,ENSG00000150779,170476,2059.0,1266629.9
TIMM9,ENSG00000100575,99072,671.0,670467.56
TIMMDC1,ENSG00000113845,112037,926.0,749615.0
TIMP1,ENSG00000102265,189945,8662.0,1663646.0
TIMP2,ENSG00000035862,108098,136.0,788350.06
TIMP3,,58780,,454253.62
TIMP4,,10624,,75736.65
TINAG,,1485,,8570.31
TINAGL1,,36739,,259176.56
TINF2,ENSG00000092330,81425,1141.0,526123.56
TIPARP,ENSG00000163659,75276,462.0,489642.78
TIPIN,ENSG00000075131,51109,436.0,322417.6
TIPRL,ENSG00000143155,104732,1042.0,678648.7
TIRAP,ENSG00000150455,19259,87.0,73463.74
TISP43,,9346,,24952.422
TJAP1,ENSG00000137221,39890,245.0,203944.27
TJP1,,83860,22.0,564919.4
TJP2,ENSG00000119139,42817,51.0,276219.62
TJP3,,15511,30.0,99918.43
TK1,ENSG00000167900,48453,947.0,322439.47
TK2,ENSG00000166548,48063,175.0,288781.56
TKT,ENSG00000163931,166888,1994.0,1261584.9
TKTL1,ENSG00000007350,1827,11.0,8699.942
TLCD1,ENSG00000160606,32587,32.0,203531.52
TLCD2,ENSG00000185561,27397,29.0,85370.664
TLDC1,ENSG00000140950,20061,155.0,80973.79
TLDC2,,4787,,22852.195
TLE1,ENSG00000196781,57068,60.0,361253.94
TLE2,,21428,16.0,118128.22
TLE3,ENSG00000140332,79518,728.0,504859.8
TLE4,ENSG00000106829,76162,786.0,510969.78
TLE6,,5218,15.0,31456.662
TLK1,ENSG00000198586,106691,763.0,706689.9
TLK2,ENSG00000146872,57778,287.0,329554.9
TLL1,,1869,,11804.623
TLL2,,8976,,19119.496
TLN1,ENSG00000137076,142911,2200.0,998942.6
TLN2,,23565,31.0,145524.06
TLR1,ENSG00000174125,19758,86.0,131914.7
TLR10,ENSG00000174123,23963,134.0,86426.44
TLR2,ENSG00000137462,32277,144.0,215793.0
TLR3,ENSG00000164342,22019,,93337.41
TLR4,ENSG00000136869,24306,68.0,160221.84
TLR5,ENSG00000187554,20987,21.0,117612.234
TLR6,ENSG00000174130,21891,42.0,89270.234
TLR7,ENSG00000196664,25943,83.0,92964.35
TLR8,ENSG00000101916,8675,48.0,56156.7
TLR9,,2408,,12303.408
TLX1,,600,,3311.055
TLX2,,253,,1348.3354
TM2D1,ENSG00000162604,112730,1016.0,744124.0
TM2D2,ENSG00000169490,79783,395.0,497393.22
TM2D3,ENSG00000184277,96498,765.0,628716.3
TM4SF1,,101306,,835151.1
TM4SF18,,7750,,56758.965
TM4SF19,,10669,,29747.332
TM4SF19-TCTEX1D2,,1604,,6655.763
TM4SF20,,3179,,18455.973
TM4SF4,,18159,,133538.61
TM4SF5,,9239,,57592.215
TM6SF1,ENSG00000136404,25830,138.0,173600.86
TM6SF2,,1524,,8797.492
TM7SF2,ENSG00000149809,56127,180.0,387235.88
TM7SF3,ENSG00000064115,84144,552.0,507384.7
TM9SF1,ENSG00000100926,33258,109.0,196494.14
TM9SF2,ENSG00000125304,127454,1102.0,871010.1
TM9SF3,ENSG00000077147,140434,828.0,974567.44
TM9SF4,ENSG00000101337,57034,261.0,349167.38
TMA16,ENSG00000198498,86313,674.0,550422.44
TMA7,ENSG00000232112,304563,15159.0,2832879.8
TMBIM1,ENSG00000135926,99615,769.0,670313.44
TMBIM4,ENSG00000155957,118771,2542.0,901064.2
TMBIM6,ENSG00000139644,267903,7298.0,2319849.0
TMC1,,6257,,9836.035
TMC2,,4391,,7205.5337
TMC3,,185,,384.1668
TMC4,,35911,37.0,237944.11
TMC5,,50503,,296624.47
TMC6,ENSG00000141524,83358,2072.0,548108.8
TMC7,,21694,,68111.85
TMC8,ENSG00000167895,44658,1159.0,285594.94
TMCC1,ENSG00000172765,42041,83.0,250634.55
TMCC2,ENSG00000133069,3323,12.0,19718.36
TMCC3,ENSG00000057704,26956,44.0,168637.64
TMCO1,ENSG00000143183,185925,2969.0,1370376.0
TMCO2,,183,,830.6045
TMCO3,ENSG00000150403,71656,300.0,425138.0
TMCO4,ENSG00000162542,24880,150.0,150888.23
TMCO6,ENSG00000113119,20446,159.0,106712.016
TMED1,ENSG00000099203,74339,391.0,487164.47
TMED10,ENSG00000170348,193691,2480.0,1459017.2
TMED2,ENSG00000086598,210528,3413.0,1662704.8
TMED3,ENSG00000166557,129495,556.0,902247.3
TMED4,ENSG00000158604,145180,1074.0,1035504.44
TMED5,ENSG00000117500,101637,715.0,645971.7
TMED6,,3071,,18066.186
TMED7,ENSG00000134970,94098,503.0,617003.1
TMED7-TICAM2,,3296,,10639.227
TMED8,ENSG00000100580,38841,236.0,223668.0
TMED9,ENSG00000184840,193439,3190.0,1472444.4
TMEFF1,,1561,,10020.107
TMEFF2,,16763,,136239.1
TMEM100,,10266,,73562.055
TMEM101,ENSG00000091947,65336,576.0,422025.62
TMEM102,ENSG00000181284,11185,160.0,72900.945
TMEM104,ENSG00000109066,19481,54.0,101561.5
TMEM105,,16825,,44205.73
TMEM106A,ENSG00000184988,33436,260.0,158150.69
TMEM106B,ENSG00000106460,99422,573.0,632915.56
TMEM106C,ENSG00000134291,95172,1055.0,653545.2
TMEM107,ENSG00000179029,76540,1083.0,493588.06
TMEM108,,13541,15.0,50244.297
TMEM109,ENSG00000110108,98731,1936.0,663572.6
TMEM11,ENSG00000178307,91970,557.0,598688.9
TMEM110,ENSG00000213533,7974,96.0,43051.0
TMEM110-MUSTN1,,3459,,11709.552
TMEM114,,138,,875.0743
TMEM115,ENSG00000126062,58033,284.0,370602.28
TMEM116,ENSG00000198270,30235,183.0,152050.6
TMEM117,ENSG00000139173,11484,82.0,68175.56
TMEM119,,17182,,99017.52
TMEM120A,ENSG00000189077,36855,412.0,231868.25
TMEM120B,ENSG00000188735,58466,726.0,318934.34
TMEM121,ENSG00000184986,19052,394.0,125284.47
TMEM123,ENSG00000152558,183833,3292.0,1366339.4
TMEM125,,23924,,162900.61
TMEM126A,ENSG00000171202,106612,1011.0,717929.56
TMEM126B,ENSG00000171204,110761,1164.0,741097.3
TMEM127,ENSG00000135956,68591,367.0,373397.1
TMEM128,ENSG00000132406,63854,458.0,401330.0
TMEM129,ENSG00000168936,43311,475.0,280641.16
TMEM130,,18411,,43529.395
TMEM131,ENSG00000075568,59977,247.0,366443.84
TMEM132A,,32461,,201570.47
TMEM132B,,12904,,55187.92
TMEM132C,,1922,,10815.019
TMEM132E,,598,,3683.289
TMEM133,,4062,,24508.021
TMEM134,ENSG00000172663,133428,1120.0,928893.94
TMEM135,ENSG00000166575,23583,61.0,126577.23
TMEM136,ENSG00000181264,41209,21.0,179816.88
TMEM138,ENSG00000149483,68057,463.0,412585.25
TMEM139,,7430,16.0,46553.074
TMEM140,ENSG00000146859,35552,303.0,212439.19
TMEM141,ENSG00000244187,127924,813.0,931307.5
TMEM143,ENSG00000161558,13723,74.0,65855.32
TMEM144,ENSG00000164124,25986,21.0,134673.77
TMEM145,,13593,,50248.336
TMEM147,ENSG00000105677,178468,1607.0,1369501.2
TMEM14A,ENSG00000096092,100338,1224.0,682270.7
TMEM14B,ENSG00000137210,184109,2726.0,1389538.2
TMEM14C,ENSG00000111843,178257,2168.0,1331351.8
TMEM14E,,100,,618.01465
TMEM150A,ENSG00000168890,33208,97.0,204951.73
TMEM150B,,3164,,15802.397
TMEM150C,,20470,,115343.36
TMEM151A,,1749,,10998.18
TMEM151B,,721,,3655.31
TMEM154,ENSG00000170006,47997,643.0,296248.9
TMEM155,,1406,,8895.205
TMEM156,ENSG00000121895,38922,436.0,227357.23
TMEM158,,23092,,167701.31
TMEM159,ENSG00000011638,64543,212.0,373708.97
TMEM160,ENSG00000130748,152581,2436.0,1124182.0
TMEM161A,ENSG00000064545,41312,277.0,258208.73
TMEM161B,ENSG00000164180,37546,206.0,215657.75
TMEM163,ENSG00000152128,10514,48.0,68152.516
TMEM164,ENSG00000157600,24565,68.0,142264.1
TMEM165,ENSG00000134851,151295,2112.0,1087081.6
TMEM167A,ENSG00000174695,159417,1752.0,1144455.2
TMEM167B,ENSG00000215717,72031,466.0,440627.3
TMEM168,ENSG00000146802,44509,164.0,243104.53
TMEM169,,8053,16.0,32451.197
TMEM17,,22147,,80650.22
TMEM170A,ENSG00000166822,83429,611.0,522418.75
TMEM170B,ENSG00000205269,24508,71.0,102600.65
TMEM171,,6395,,37460.754
TMEM173,ENSG00000184584,82911,1639.0,576050.56
TMEM175,ENSG00000127419,41471,273.0,237066.6
TMEM176A,ENSG00000002933,64788,172.0,481645.25
TMEM176B,ENSG00000106565,77963,256.0,600605.56
TMEM177,ENSG00000144120,22020,55.0,131444.89
TMEM178A,,9416,,62281.96
TMEM178B,,9585,,55331.047
TMEM179,,1299,,7891.2197
TMEM179B,ENSG00000185475,143748,1609.0,1015257.1
TMEM18,ENSG00000151353,85757,475.0,555269.3
TMEM180,,6089,,31650.68
TMEM181,ENSG00000146433,62703,219.0,360340.25
TMEM182,ENSG00000170417,12841,24.0,61866.68
TMEM183A,ENSG00000163444,110575,1039.0,743696.25
TMEM184A,,17167,,93504.85
TMEM184B,ENSG00000198792,46185,294.0,281507.7
TMEM184C,ENSG00000164168,41425,136.0,209719.31
TMEM185A,ENSG00000269556,35638,355.0,205997.33
TMEM185B,ENSG00000226479,29938,208.0,169078.25
TMEM186,ENSG00000184857,27942,110.0,169258.81
TMEM187,ENSG00000177854,24245,185.0,152424.3
TMEM189,ENSG00000240849,67975,523.0,392140.62
TMEM189-UBE2V1,,13482,,61213.05
TMEM19,ENSG00000139291,56853,352.0,302907.56
TMEM190,,202,,1633.6835
TMEM191B,ENSG00000278558,12164,219.0,80045.56
TMEM192,ENSG00000170088,69487,348.0,373526.84
TMEM194A,,3859,,23072.346
TMEM194B,,3155,,19536.291
TMEM196,,664,,4368.1465
TMEM198,,10890,,66616.07
TMEM199,ENSG00000244045,56272,504.0,349633.5
TMEM2,ENSG00000135048,60971,844.0,390468.88
TMEM200A,ENSG00000164484,6303,186.0,38769.094
TMEM200B,,4810,,23914.578
TMEM200C,,2745,,18212.9
TMEM201,ENSG00000188807,14103,68.0,81727.58
TMEM203,ENSG00000187713,67614,698.0,448208.34
TMEM204,ENSG00000131634,25009,139.0,182137.6
TMEM205,ENSG00000105518,135316,841.0,966812.1
TMEM206,ENSG00000065600,30138,233.0,183318.73
TMEM208,ENSG00000168701,140898,1150.0,1000515.44
TMEM209,ENSG00000146842,50554,265.0,255373.67
TMEM210,,4185,,10682.949
TMEM211,,237,,1505.5149
TMEM212,,19833,,90688.55
TMEM213,,18062,,38122.51
TMEM214,ENSG00000119777,52592,337.0,327036.44
TMEM216,ENSG00000187049,42314,362.0,246952.66
TMEM217,,5245,14.0,26908.068
TMEM218,ENSG00000150433,53391,381.0,328799.2
TMEM219,ENSG00000149932,181613,2091.0,1350478.5
TMEM220,ENSG00000187824,28306,,167219.62
TMEM221,,853,,4815.7236
TMEM222,ENSG00000186501,65734,619.0,420357.72
TMEM223,ENSG00000168569,78687,475.0,505069.84
TMEM229A,,256,,1708.788
TMEM229B,ENSG00000198133,9872,131.0,53107.844
TMEM230,ENSG00000089063,192423,2897.0,1448009.9
TMEM231,ENSG00000205084,19374,15.0,74174.05
TMEM232,,1906,,11723.984
TMEM233,,9396,,38155.277
TMEM234,ENSG00000160055,30288,190.0,186350.67
TMEM235,,132,,986.35406
TMEM236,,16449,,25966.031
TMEM237,ENSG00000155755,39322,128.0,236806.08
TMEM238,,24240,34.0,180074.64
TMEM239,,3258,,1587.1753
TMEM240,,1692,,11176.426
TMEM241,ENSG00000134490,23000,48.0,92171.64
TMEM242,ENSG00000215712,64340,557.0,389658.38
TMEM243,ENSG00000135185,100076,1362.0,691009.06
TMEM244,ENSG00000203756,1073,89.0,6988.117
TMEM245,ENSG00000106771,74857,333.0,462564.12
TMEM246,,9913,,62989.89
TMEM248,ENSG00000106609,121497,1400.0,821457.7
TMEM249,,622,,3244.6582
TMEM25,ENSG00000149582,24515,51.0,153853.38
TMEM251,ENSG00000153485,72256,354.0,473165.1
TMEM253,,1282,,7208.98
TMEM254,ENSG00000133678,35713,149.0,213582.64
TMEM255A,,10479,,68047.4
TMEM255B,ENSG00000184497,13712,18.0,90236.84
TMEM256,ENSG00000205544,154194,1821.0,1131531.2
TMEM256-PLSCR3,,7012,12.0,28454.158
TMEM257,,417,,2395.1953
TMEM258,ENSG00000134825,249796,6334.0,2095715.1
TMEM259,ENSG00000182087,103756,1409.0,705810.7
TMEM26,,2030,,10045.909
TMEM260,ENSG00000070269,21114,129.0,127047.8
TMEM261,ENSG00000137038,72152,1366.0,495652.8
TMEM262,,1778,,4238.563
TMEM263,ENSG00000151135,45187,427.0,276794.84
TMEM27,,2270,,13434.661
TMEM30A,ENSG00000112697,112232,660.0,755126.8
TMEM30B,ENSG00000182107,31919,26.0,210537.64
TMEM31,,464,,2850.4753
TMEM33,ENSG00000109133,106553,616.0,655651.2
TMEM35,,2402,,16369.014
TMEM37,,21124,,128424.79
TMEM38A,,23691,,90942.18
TMEM38B,ENSG00000095209,49506,157.0,305463.44
TMEM39A,ENSG00000176142,44232,179.0,257566.08
TMEM39B,ENSG00000121775,36603,269.0,217263.92
TMEM40,,6006,,18225.59
TMEM41A,ENSG00000163900,68180,247.0,380471.47
TMEM41B,ENSG00000166471,84684,293.0,497910.0
TMEM42,ENSG00000169964,49030,283.0,306611.62
TMEM43,ENSG00000170876,70120,768.0,447063.1
TMEM44,ENSG00000145014,21056,69.0,112942.805
TMEM45A,ENSG00000181458,44763,34.0,278983.7
TMEM45B,,32622,20.0,159386.92
TMEM47,,20885,,143740.89
TMEM5,ENSG00000118600,52319,327.0,308227.5
TMEM50A,ENSG00000183726,205638,4714.0,1575415.5
TMEM50B,ENSG00000142188,105283,801.0,687218.25
TMEM51,ENSG00000171729,31561,124.0,203117.52
TMEM52,,5164,,31160.031
TMEM52B,,13741,12.0,52647.113
TMEM53,ENSG00000126106,32449,137.0,183813.12
TMEM54,,71798,,508723.22
TMEM55A,ENSG00000155099,30723,84.0,190514.69
TMEM55B,ENSG00000165782,40539,481.0,269131.62
TMEM56,,28564,,112771.11
TMEM56-RWDD3,,3676,,14951.265
TMEM57,ENSG00000204178,36913,295.0,227581.61
TMEM59,ENSG00000116209,237592,4637.0,1942160.9
TMEM59L,,15035,,105156.805
TMEM60,ENSG00000135211,75779,417.0,489243.78
TMEM61,,4663,,28913.473
TMEM62,ENSG00000137842,22015,129.0,134496.4
TMEM63A,ENSG00000196187,47884,279.0,302443.16
TMEM63B,ENSG00000137216,36853,133.0,230803.58
TMEM63C,,1248,,5565.123
TMEM64,ENSG00000180694,32206,146.0,185953.19
TMEM65,ENSG00000164983,32676,211.0,171959.0
TMEM67,ENSG00000164953,29506,48.0,148316.4
TMEM68,ENSG00000167904,55685,239.0,317614.9
TMEM69,ENSG00000159596,51075,299.0,311663.72
TMEM70,ENSG00000175606,100426,794.0,660642.0
TMEM71,ENSG00000165071,19726,349.0,122992.66
TMEM72,,121,,808.121
TMEM74,,556,,2886.2593
TMEM74B,,4257,21.0,27171.28
TMEM78,,2862,,3713.713
TMEM79,ENSG00000163472,20201,46.0,119777.945
TMEM80,ENSG00000177042,46308,347.0,277296.7
TMEM81,,2709,,15371.131
TMEM82,,397,,2280.3557
TMEM86A,ENSG00000151117,9929,28.0,60202.312
TMEM86B,ENSG00000180089,9543,42.0,55276.812
TMEM87A,ENSG00000103978,116614,954.0,784281.9
TMEM87B,ENSG00000153214,52821,247.0,328515.22
TMEM88,ENSG00000167874,14430,27.0,105204.06
TMEM8A,ENSG00000129925,46868,149.0,289756.47
TMEM8B,ENSG00000137103,19517,117.0,106121.82
TMEM9,ENSG00000116857,89398,279.0,591860.56
TMEM91,ENSG00000142046,30499,154.0,173344.86
TMEM92,,12224,,79819.4
TMEM97,ENSG00000109084,57355,127.0,355796.16
TMEM98,,55356,,356388.72
TMEM99,ENSG00000167920,53190,161.0,340926.47
TMEM9B,ENSG00000175348,129347,1588.0,893523.94
TMF1,ENSG00000144747,100135,764.0,638808.6
TMIE,,1004,,6202.1265
TMIGD2,ENSG00000167664,15047,1746.0,87485.02
TMLHE,ENSG00000185973,23106,123.0,136825.2
TMOD1,ENSG00000136842,18027,36.0,117157.92
TMOD2,ENSG00000128872,36037,52.0,171703.45
TMOD3,ENSG00000138594,118818,889.0,772513.6
TMOD4,,300,,1403.504
TMPO,ENSG00000120802,105746,1193.0,685994.94
